3213223233243253263273283293303313323330.8963574767112732,tiger,ram
0.8963574171066284,ram,tiger
0.8921759724617004,rabbit,dragon
0.8921759724617004,dragon,rabbit
0.8869323134422302,ram,bird
0.8869323134422302,bird,ram
0.8821648359298706,rabbit,dog
0.8821648359298706,dog,rabbit
0.8750132322311401,snake,rat
0.8750132322311401,rat,snake
0.8664308786392212,kagebunshin,tiger
0.8664308190345764,tiger,kagebunshin
0.854050874710083,ox,monkey
0.854050874710083,monkey,ox
0.8460095524787903,bird,tiger
0.846009373664856,tiger,bird
0.8408178091049194,ram,kagebunshin
0.8408178091049194,kagebunshin,ram
0.8317922353744507,snake,ox
0.8317922353744507,ox,snake
0.8263692259788513,rabbit,ox
0.8263692259788513,ox,rabbit
0.8243120908737183,rabbit,monkey
0.8243120908737183,monkey,rabbit
0.8221911787986755,ox,dog
0.8221911787986755,dog,ox
0.8123685121536255,ox,dragon
0.8123685121536255,dragon,ox
0.8072667717933655,tiger,snake
0.8072667121887207,snake,tiger
0.7897598743438721,snake,dragon
0.7897598743438721,dragon,snake
0.7863433361053467,monkey,dragon
0.7863433361053467,dragon,monkey
0.7840551733970642,dragon,dog
0.7840551733970642,dog,dragon
0.7838614583015442,rat,dragon
0.7838614583015442,dragon,rat
0.7791052460670471,snake,rabbit
0.7791052460670471,rabbit,snake
0.7668483257293701,snake,bird
0.7668483257293701,bird,snake
0.7588695287704468,ox,tiger
0.7588694095611572,tiger,ox
0.7571790218353271,snake,dog
0.7571790218353271,dog,snake
0.7507080435752869,monkey,dog
0.7507080435752869,dog,monkey
0.7467626333236694,rat,rabbit
0.7467626333236694,rabbit,rat
0.7457618713378906,snake,ram
0.7457618713378906,ram,snake
0.7380191087722778,monkey,boar
0.7380191087722778,boar,monkey
0.7308474779129028,rat,ox
0.7308474779129028,ox,rat
0.7268810868263245,kagebunshin,bird
0.7268810868263245,bird,kagebunshin
0.7085419297218323,rabbit,boar
0.7085419297218323,boar,rabbit
0.7018905878067017,dragon,boar
0.7018905878067017,boar,dragon
0.701376736164093,tiger,rat
0.701376736164093,rat,tiger
0.695774495601654,horse,bird
0.695774495601654,bird,horse
0.6906707286834717,snake,monkey
0.6906707286834717,monkey,snake
0.6882312297821045,dog,boar
0.6882312297821045,boar,dog
0.6880295276641846,rat,dog
0.6880295276641846,dog,rat
0.6856011152267456,ram,horse
0.6856011152267456,horse,ram
0.6819562911987305,dragon,tiger
0.6819562315940857,tiger,dragon
0.6746300458908081,rat,bird
0.6746300458908081,bird,rat
0.6745586395263672,dragon,bird
0.6745586395263672,bird,dragon
0.665066123008728,ox,kagebunshin
0.665066123008728,kagebunshin,ox
0.6539454460144043,ox,boar
0.6539454460144043,boar,ox
0.6463490128517151,horse,tiger
0.6463489532470703,tiger,horse
0.6451363563537598,rat,ram
0.6451363563537598,ram,rat
0.6450935006141663,kagebunshin,horse
0.6450935006141663,horse,kagebunshin
0.6441020965576172,ram,ox
0.6441020965576172,ox,ram
0.6406728625297546,rabbit,bird
0.6406728625297546,bird,rabbit
0.6337547302246094,tiger,rabbit
0.6337547302246094,rabbit,tiger
0.6137880682945251,snake,kagebunshin
0.6137880682945251,kagebunshin,snake
0.6112478971481323,snake,boar
0.6112478971481323,boar,snake
0.6033881902694702,tiger,monkey
0.6033881902694702,monkey,tiger
0.5965193510055542,snake,horse
0.5965193510055542,horse,snake
0.5945675373077393,rat,horse
0.5945675373077393,horse,rat
0.5912114977836609,ox,bird
0.5912114977836609,bird,ox
0.5831538438796997,ram,dragon
0.5831538438796997,dragon,ram
0.5827577114105225,horse,dragon
0.5827577114105225,dragon,horse
0.580120325088501,rabbit,kagebunshin
0.580120325088501,kagebunshin,rabbit
0.5776064395904541,rat,kagebunshin
0.5776064395904541,kagebunshin,rat
0.5677690505981445,ram,rabbit
0.5677690505981445,rabbit,ram
0.5544885993003845,rat,monkey
0.5544885993003845,monkey,rat
0.5522915720939636,kagebunshin,dragon
0.5522915720939636,dragon,kagebunshin
0.545754611492157,tiger,dog
0.5457545518875122,dog,tiger
0.5445265173912048,rabbit,horse
0.5445265173912048,horse,rabbit
0.542326807975769,ram,boar
0.542326807975769,boar,ram
0.5417371988296509,ox,horse
0.5417371988296509,horse,ox
0.5408520102500916,ram,monkey
0.5408520102500916,monkey,ram
0.5203957557678223,monkey,bird
0.5203957557678223,bird,monkey
0.5201968550682068,monkey,kagebunshin
0.5201968550682068,kagebunshin,monkey
0.5151560306549072,monkey,horse
0.5151560306549072,horse,monkey
0.5025785565376282,boar,tiger
0.5025784969329834,tiger,boar
0.5013762712478638,boar,bird
0.5013762712478638,bird,boar
0.49797266721725464,dog,bird
0.49797266721725464,bird,dog
0.4950147271156311,horse,boar
0.4950147271156311,boar,horse
0.49415120482444763,rat,boar
0.49415120482444763,boar,rat
0.46478772163391113,ram,dog
0.46478772163391113,dog,ram
0.44715869426727295,kagebunshin,dog
0.44715869426727295,dog,kagebunshin
0.4240646958351135,kagebunshin,boar
0.4240646958351135,boar,kagebunshin
0.3942398428916931,horse,dog
0.3942398428916931,dog,horse
